news_id,origin,legacy_nid,title,publication_date,event_start_date,event_end_date,category,body_text,body_html,editorial_status,source_url_1,source_url_2,legacy_attachment_fids,featured_image_url,featured_image_status,review_notes,image_key,featured_image_filename,image_source_url,image_source_type,image_match_status,image_notes
DRUPAL-180,legacy_drupal,180,PANG partecipation to MetroSea 2021 conference,2021-04-07,,,News,,,published_legacy,,,,https://www.metrosea.org/ms2021/final-program,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-180,news-drupal-180.jpg,https://www.metrosea.org/ms2021/final-program,official_event_page,candidate_found,Official MetroSea 2021 event/program image.
DRUPAL-179,legacy_drupal,179,PANG partecipation to MetroSea 2019 conference,2019-10-14,,,News,,,published_legacy,,,,https://www.metrosea.org/ms2019/call-sponsors-and-exhibits,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-179,news-drupal-179.jpg,https://www.metrosea.org/ms2019/call-sponsors-and-exhibits,official_event_page,candidate_found,MetroSea 2019 event photograph from official site.
DRUPAL-176,legacy_drupal,176,PANG partecipation in ENC 2019 conference,2019-04-28,,,News,,,published_legacy,,,,https://enc-series.org/encseries/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-176,news-drupal-176.jpg,https://enc-series.org/encseries/,official_event_page,candidate_found,Use the ENC Series archive/2019 branding or a 2019 event photograph from the archive.
DRUPAL-174,legacy_drupal,174,PANG partecipation in IAIN 2018 conference,2019-01-28,,,News,,,published_legacy,,,,https://iainav.org/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-174,news-drupal-174.jpg,https://iainav.org/,official_organization_page,candidate_found,Use an official IAIN World Congress/IAIN image for the 2018 conference.
DRUPAL-181,legacy_drupal,181,Anna Innac awarded at MetroSea 2018,2018-10-12,,,News,,,published_legacy,,,244,https://www.metrosea.org/history,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-181,news-drupal-181.jpg,https://www.metrosea.org/history,official_event_page,candidate_found,"Use MetroSea 2018 official event imagery; if an Anna Innac award photo is recovered, prefer that."
DRUPAL-178,legacy_drupal,178,PANG partecipation to MetroSea 2018 conference,2018-10-11,,,News,,,published_legacy,,,,https://www.metrosea.org/history,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-178,news-drupal-178.jpg,https://www.metrosea.org/history,official_event_page,candidate_found,MetroSea 2018 official event imagery.
DRUPAL-175,legacy_drupal,175,PANG partecipation in ENC 2018 conference,2018-06-20,,,News,,,published_legacy,,,,https://enc-series.org/encseries/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-175,news-drupal-175.jpg,https://enc-series.org/encseries/,official_event_page,candidate_found,Use ENC 2018 archive branding/event image.
DRUPAL-177,legacy_drupal,177,PANG partecipation to MetroSea 2017 conference,2017-10-14,,,News,,,published_legacy,,,,https://www.metrosea.org/history,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-177,news-drupal-177.jpg,https://www.metrosea.org/history,official_event_page,candidate_found,MetroSea 2017 official event imagery from Naples edition.
DRUPAL-141,legacy_drupal,141,PANG partecipation in TRANSNAV 2017 conference,2017-06-26,,,News,,,published_legacy,,,,https://www.transnav.eu/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-141,news-drupal-141.jpg,https://www.transnav.eu/,official_event_page,candidate_found,Use TransNav 2017 official conference imagery/branding.
DRUPAL-139,legacy_drupal,139,Anna Innac successfully defended her PhD exam,2017-06-16,,,News,,,published_legacy,,,,https://www.pang.uniparthenope.it/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-139,news-drupal-139.jpg,https://www.pang.uniparthenope.it/,legacy_pang_page,candidate_found,No reliable public defence photo found. Use Anna Innac’s PANG portrait only if rights/consent are confirmed.
DRUPAL-132,legacy_drupal,132,Umberto Papa won 2015 Finmeccanica Award,2015-11-02,,,News,,,published_legacy,,,231,https://www.pang.uniparthenope.it/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-132,news-drupal-132.jpg,https://www.pang.uniparthenope.it/,legacy_pang_page,candidate_found,No reliable award image identified in public search. Use Umberto Papa portrait or original award photo if available.
DRUPAL-121,legacy_drupal,121,Ciro Gioia won 2014 AUTEC Award,2014-10-16,,,News,,,published_legacy,,,,https://www.pang.uniparthenope.it/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-121,news-drupal-121.jpg,https://www.pang.uniparthenope.it/,legacy_pang_page,candidate_found,No reliable AUTEC award photo identified. Use Ciro Gioia portrait or original award image if available.
DRUPAL-117,legacy_drupal,117,ESA awarded PANG as one of the first 50 users of Galileo Systems,2014-07-10,,,News,,,published_legacy,,,218,https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-117,news-drupal-117.jpg,https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2,official_esa_image,candidate_found,Official ESA Galileo satellite image; ESA Standard Licence applies.
DRUPAL-110,legacy_drupal,110,Ciro Gioia Successfully Completes PhD,2014-04-15,,,News,,,published_legacy,,,,https://www.pang.uniparthenope.it/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-110,news-drupal-110.jpg,https://www.pang.uniparthenope.it/,legacy_pang_page,candidate_found,No reliable public PhD-completion photo identified. Use Ciro Gioia portrait if appropriate.
DRUPAL-92,legacy_drupal,92,PANG and JRC’s IPSC Perform a Complete Navigation Solution using only Galileo,2013-03-13,,,News,,,published_legacy,,,197,https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-92,news-drupal-92.jpg,https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2,official_esa_image,candidate_found,Galileo satellite image is contextually suitable for this Galileo-only navigation news.
DRUPAL-88,legacy_drupal,88,News are available,2013-03-09,,,News,,,published_legacy,,,,https://pang.uniparthenope.it/,candidate_found,Imported from published Drupal News node; original date derived from Drupal created timestamp.,drupal-88,news-drupal-88.jpg,https://pang.uniparthenope.it/,legacy_pang_page,candidate_found,Generic PANG visual/logo recommended because this is a site-availability announcement.
WEB-ENAC-INTERNSHIP,web_research,,International Summer Internship at PANG — Alban des Pallières,,,,Students & Mobility,"PANG welcomed Alban des Pallières for a summer internship at the University of Naples Parthenope. During the two-month research period, he worked on satellite positioning, Single Point Positioning (SPP), Matlab-based positioning software and RAIM integrity analysis applied to a UAV trajectory. The internship highlights PANG’s commitment to international student mobility and hands-on training in GNSS and navigation.",,ready,https://www.linkedin.com/posts/albandespallieres_huge-thanks-to-the-parthenope-navigation-activity-7093517784042631168-uQTN,,,https://www.linkedin.com/posts/albandespallieres_huge-thanks-to-the-parthenope-navigation-activity-7093517784042631168-uQTN,candidate_found,"Corrected after deeper web verification: the publicly indexed internship post is by Alban des Pallières, not Ambre Liot.",web-enac-internship,news-web-enac-internship.jpg,https://www.linkedin.com/posts/albandespallieres_huge-thanks-to-the-parthenope-navigation-activity-7093517784042631168-uQTN,student_linkedin,candidate_found,PANG internship photograph and equipment; exact match to the corrected internship news.
