news_id;origin;legacy_nid;title;publication_date;event_start_date;event_end_date;category;body_text;body_html;editorial_status;source_url_1;source_url_2;legacy_attachment_fids;featured_image_url;featured_image_status;review_notes;image_key;featured_image_filename;image_source_url;image_source_type;image_match_status;image_notes
DRUPAL-180;legacy_drupal;180;PANG partecipation to MetroSea 2021 conference;2021-04-07;;;Conferences;PANG partecipate to the 2021 IEEE International Workshop on Metrology for the Sea held from 04 to 06 of October 2021 (Virtual Conference). Professor Salvatore Gaglione was Technical Program Chair. Research group studies results were presented (see site biblo section). DOWNLOAD PROGRAM;"<p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>PANG partecipate to the 2021 IEEE International Workshop on Metrology for the Sea held from 04 to 06 of October 2021 (Virtual Conference).     </p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Professor Salvatore Gaglione was Technical Program Chair.</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Research group studies results were presented (see site biblo section).</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue""; color: rgb(220, 161, 13);'><a href=""https://www.metrosea.org/MetroSea2021_Program_v2.pdf"">DOWNLOAD PROGRAM</a></p>";published_legacy;;;;https://www.metrosea.org/ms2021/final-program;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-180;news-drupal-180.jpg;https://www.metrosea.org/ms2021/final-program;official_event_page;candidate_found;Official MetroSea 2021 event/program image.
DRUPAL-179;legacy_drupal;179;PANG partecipation to MetroSea 2019 conference;2019-10-14;;;Conferences;PANG partecipate to the 2019 IMEKO TC-19 International Workshop on Metrology for the Sea held from 03 to 05 of October 2019 (Genova - Italy). Professor Salvatore Gaglione was Industry Liaison Chair. Research group studies results were presented (see site biblo section). DOWNLOAD PROGRAM;"<p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>PANG partecipate to the 2019 IMEKO TC-19 International Workshop on Metrology for the Sea held from 03 to 05 of October 2019 (Genova - Italy).     </p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Professor Salvatore Gaglione was Industry Liaison Chair.</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Research group studies results were presented (see site biblo section).</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue""; color: rgb(220, 161, 13);'><a href=""https://www.metrosea.org/ms2019/files/MetroSea2019_FinalProgram.pdf"">DOWNLOAD PROGRAM</a></p>";published_legacy;;;;https://www.metrosea.org/ms2019/call-sponsors-and-exhibits;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-179;news-drupal-179.jpg;https://www.metrosea.org/ms2019/call-sponsors-and-exhibits;official_event_page;candidate_found;MetroSea 2019 event photograph from official site.
DRUPAL-176;legacy_drupal;176;PANG partecipation in ENC 2019 conference;2019-04-28;;;Conferences;"PANG studies result on ""Robust Kalman Filter applied to GNSS positioning in harsh environment"" were presented at the European Navigation Conference 2019 held from 09 to 12 of April 2019 in Poland.";"<div>PANG studies result on ""Robust Kalman Filter applied to GNSS positioning in harsh environment"" were presented at the European Navigation Conference 2019 held from 09 to 12 of April 2019 in Poland.</div><div> </div><div> </div><div> </div><div> </div><p> </p>";published_legacy;;;;https://enc-series.org/encseries/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-176;news-drupal-176.jpg;https://enc-series.org/encseries/;official_event_page;candidate_found;Use the ENC Series archive/2019 branding or a 2019 event photograph from the archive.
DRUPAL-174;legacy_drupal;174;PANG partecipation in IAIN 2018 conference;2019-01-28;;;Conferences;"Professor Salvatore Gaglione partecipated to the IAIN 2018 congress - the 16th World Congress of the International Association of Institutes of Navigation - held in Japan from November 28 to December 1 2018. He chaired three sessions: Precise Positioning; Indoor and Urban Navigation; Urban Navigation.";"<p>Professor Salvatore Gaglione partecipated to the IAIN 2018 congress - the 16th World Congress of the International Association of Institutes of Navigation - held in Japan from November 28 to December 1  2018. He chaired three sessions: Precise Positioning; Indoor and Urban Navigation; Urban Navigation.</p>";published_legacy;;;;https://iainav.org/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-174;news-drupal-174.jpg;https://iainav.org/;official_organization_page;candidate_found;Use an official IAIN World Congress/IAIN image for the 2018 conference.
DRUPAL-181;legacy_drupal;181;Anna Innac awarded at MetroSea 2018;2018-10-12;;;Awards;"""Sensors"" Travel Award was assigned to Anna Innac , Università degli Studi di Napoli “Parthenope”, for the paper “Multi-GNSS Single Frequency Precise Point Positioning” by Anna Innac, Salvatore Gaglione, Antonio Angrisano. Congratulations!";"<p><span style='font-size: 16px; border: 0px; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51); cursor: text; font-family: Georgia, ""Times New Roman"", ""Bitstream Charter"", Times, serif; font-variant-ligatures: normal; font-variant-east-asian: normal; font-variant-position: normal;'>""Sensors"" Travel Award was assigned to <strong style=""border: 0px; margin: 0px; padding: 0px; vertical-align: baseline;"">Anna Innac</strong></span><span style='font-size: 16px; border: 0px; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51); cursor: text; font-family: Georgia, ""Times New Roman"", ""Bitstream Charter"", Times, serif; font-variant-ligatures: normal; font-variant-east-asian: normal; font-variant-position: normal;'>, Università degli Studi di Napoli “Parthenope”, for the paper “Multi-GNSS Single Frequency Precise Point Positioning” by Anna Innac, Salvatore Gaglione, Antonio Angrisano. Congratulations!</span></p>";published_legacy;;;244;https://www.metrosea.org/history;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-181;news-drupal-181.jpg;https://www.metrosea.org/history;official_event_page;candidate_found;"Use MetroSea 2018 official event imagery; if an Anna Innac award photo is recovered, prefer that."
DRUPAL-178;legacy_drupal;178;PANG partecipation to MetroSea 2018 conference;2018-10-11;;;Conferences;PANG partecipate to the 2018 IMEKO TC-19 International Workshop on Metrology for the Sea held from 08 to 10 of October 2018 (Bari - Italy). Professor Salvatore Gaglione was Industry Liaison Chair. Research group studies results were presented (see site biblo section). DOWNLOAD PROGRAM;"<p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>PANG partecipate to the 2018 IMEKO TC-19 International Workshop on Metrology for the Sea held from 08 to 10 of October 2018 (Bari - Italy).     </p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Professor Salvatore Gaglione was Industry Liaison Chair.</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Research group studies results were presented (see site biblo section).</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue""; color: rgb(220, 161, 13);'><a href=""https://www.metrosea.org/ms2018/files/MetroSea2018_FinalProgram.pdf"">DOWNLOAD PROGRAM</a></p>";published_legacy;;;;https://www.metrosea.org/history;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-178;news-drupal-178.jpg;https://www.metrosea.org/history;official_event_page;candidate_found;MetroSea 2018 official event imagery.
DRUPAL-175;legacy_drupal;175;PANG partecipation in ENC 2018 conference;2018-06-20;;;Conferences;"PANG studies result on "" A Proposed Fault Detection and Exclusion Method Applied to Multi-GNSS Single- Frequency PPP"" were presented at the European Navigation Conference 2018 held from 14 to 17 of May 2018 in Sweeden.";"<div class=""page"" style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"" title=""Page 3""><div class=""section"" style=""background-color: rgb(255, 255, 255);""><div class=""layoutArea""><div class=""column""><p> </p><div class=""nodecontent"" style='margin: 0px; padding: 0px; border: 0px; font-size: 12.001199722290039px; font-family: ""Helvetica Neue"", Arial, Helvetica, sans-serif; vertical-align: baseline; caret-color: rgb(51, 51, 51); color: rgb(51, 51, 51);'><div class=""field field-name-body field-type-text-with-summary field-label-hidden"" style=""margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-family: inherit; vertical-align: baseline;""><div class=""field-items"" style=""margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-family: inherit; vertical-align: baseline;""><div class=""field-item even"" property=""content:encoded"" style=""margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-family: inherit; vertical-align: baseline;""><div><span style=""font-family:arial,helvetica,sans-serif;"">PANG studies result on "" A Proposed Fault Detection and Exclusion Method Applied to Multi-GNSS Single- Frequency PPP"" were presented at the European Navigation Conference 2018 held from 14 to 17 of May 2018 in Sweeden.</span></div><div> </div></div></div></div></div><p> </p></div></div></div></div><p> </p>";published_legacy;;;;https://enc-series.org/encseries/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-175;news-drupal-175.jpg;https://enc-series.org/encseries/;official_event_page;candidate_found;Use ENC 2018 archive branding/event image.
DRUPAL-177;legacy_drupal;177;PANG partecipation to MetroSea 2017 conference;2017-10-14;;;Conferences;PANG partecipate to the 2017 IMEKO TC-19 International Workshop on Metrology for the Sea held from 11 to 13 of October 2017 (Napoli - Italy). Professor Salvatore Gaglione was Industry Liaison Chair. Research group studies results were presented (see site biblo section). DOWNLOAD PROGRAM;"<p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>PANG partecipate to the 2017 IMEKO TC-19 International Workshop on Metrology for the Sea held from 11 to 13 of October 2017 (Napoli - Italy).     </p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Professor Salvatore Gaglione was Industry Liaison Chair.</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue"";'>Research group studies results were presented (see site biblo section).</p><p style='margin-bottom: 0px; font-stretch: normal; font-size: 13px; line-height: normal; font-family: ""Helvetica Neue""; color: rgb(220, 161, 13);'><a href=""https://www.metrosea.org/ms2017/index.php/program/program-outline"">DOWNLOAD PROGRAM</a></p>";published_legacy;;;;https://www.metrosea.org/history;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-177;news-drupal-177.jpg;https://www.metrosea.org/history;official_event_page;candidate_found;MetroSea 2017 official event imagery from Naples edition.
DRUPAL-141;legacy_drupal;141;PANG partecipation in TRANSNAV 2017 conference;2017-06-26;;;Conferences;Anna Innac has presented the results of PANG studies for SMILE (Satellite Multi-constellation Identification Techniques for Liable Enhance Applications) project, funded by ASI (the Italian Space Agency) at the 12th International Conference on Marine Navigation and Safety of Sea Transportation (TRANSNAV) held from 21 to 23 June 2017 in Gdynia, Poland.;<p>Anna Innac has presented the results of PANG studies for SMILE (Satellite Multi-constellation Identification Techniques for Liable Enhance Applications) project, funded by ASI (the Italian Space Agency) at the 12th International Conference on Marine Navigation and Safety of Sea Transportation (TRANSNAV) held from 21 to 23 June 2017 in Gdynia, Poland.</p>;published_legacy;;;;https://www.transnav.eu/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-141;news-drupal-141.jpg;https://www.transnav.eu/;official_event_page;candidate_found;Use TransNav 2017 official conference imagery/branding.
DRUPAL-139;legacy_drupal;139;Anna Innac successfully defended her PhD exam;2017-06-16;;;news;Congratulations to Anna Innac who successfully completed her PhD oral exam. Anna’s thesis is on ''Fuzzy techniques applied to GNSS for quality assessment and reliability testing in difficult signal scenarios'' and it is available on the website. Anna was supervised by Professor Salvatore Gaglione and Porfessor Heidi Kuusniemi.;<p>Congratulations to Anna Innac who successfully completed her PhD oral exam. Anna’s thesis is on ''Fuzzy techniques applied to GNSS for quality assessment and reliability testing in difficult signal scenarios'' and it is available on the website. Anna was supervised by Professor Salvatore Gaglione and Porfessor Heidi Kuusniemi.</p><p> </p>;published_legacy;;;;https://www.pang.uniparthenope.it/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-139;news-drupal-139.jpg;https://www.pang.uniparthenope.it/;legacy_pang_page;candidate_found;No reliable public defence photo found. Use Anna Innac’s PANG portrait only if rights/consent are confirmed.
DRUPAL-132;legacy_drupal;132;Umberto Papa won 2015 Finmeccanica Award;2015-11-02;;;Awards;"Congratulation to Umberto Papa who was awarded by Finmeccanica Spa as 2nd in Ph.d Student Cat. for his innovative idea on automatic systems research ""PERSEO - Piattaforma Embedded per la Ricerca del Sentiero di Atterraggio ed Ostacoli"" (Embedded Platform for Landing Path and Obstacle Detection). The award cerimony was held at the Universal Exposition (EXPO2015) in Milan.";"<p>Congratulation to Umberto Papa who was awarded by Finmeccanica Spa as 2nd in Ph.d Student Cat. for his innovative idea on automatic systems research ""PERSEO - Piattaforma Embedded per la Ricerca del Sentiero di Atterraggio ed Ostacoli"" (Embedded Platform for Landing Path and Obstacle Detection). The award cerimony was held at the Universal Exposition (EXPO2015) in Milan.</p>";published_legacy;;;231;https://www.pang.uniparthenope.it/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-132;news-drupal-132.jpg;https://www.pang.uniparthenope.it/;legacy_pang_page;candidate_found;No reliable award image identified in public search. Use Umberto Papa portrait or original award photo if available.
DRUPAL-121;legacy_drupal;121;Ciro Gioia won 2014 AUTEC Award;2014-10-16;;;Awards;Congratulations to Ciro Gioia who was awarded for his PhD thesis on ''GNSS Navigation in Dicult Environments: Hybridization and Reliability'' by the “Associazione Universitari Topografia e Cartografia” (AUTEC).;<p>Congratulations to Ciro Gioia who was awarded for his PhD thesis on ''GNSS Navigation in Dicult Environments: Hybridization and Reliability'' by the “Associazione Universitari Topografia e Cartografia” (AUTEC).</p>;published_legacy;;;;https://www.pang.uniparthenope.it/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-121;news-drupal-121.jpg;https://www.pang.uniparthenope.it/;legacy_pang_page;candidate_found;No reliable AUTEC award photo identified. Use Ciro Gioia portrait or original award image if available.
DRUPAL-117;legacy_drupal;117;ESA awarded PANG as one of the first 50 users of Galileo Systems;2014-07-10;;;Awards;European Space Agency (ESA) awarded the PArthenope Navigarion Group (PANG) for the successful Galileo position fix made on 12 th of March 2013.;"<div class=""page"" title=""Page 1""><div class=""layoutArea""><div class=""column""><p>European Space Agency (ESA) awarded the PArthenope Navigarion Group (PANG) <span style=""line-height: 1.5;"">for the successful Galileo position fix made </span><span style=""line-height: 1.5;"">on </span><span style=""font-size: 11pt; font-family: Calibri;"">12</span><span style=""font-size: 7pt; font-family: Calibri; vertical-align: 5pt;"">th </span><span style=""font-size: 11pt; font-family: Calibri;"">of March 2013.</span></p></div></div></div><p> </p>";published_legacy;;;218;https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-117;news-drupal-117.jpg;https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2;official_esa_image;candidate_found;"Official ESA Galileo satellite image; ESA Standard Licence applies."
DRUPAL-110;legacy_drupal;110;Ciro Gioia Successfully Completes PhD;2014-04-15;;;news;Congratulations to Ciro Gioia who successfully completed his PhD oral exam. Ciro’s thesis is on ''GNSS Navigation in Dicult Environments: Hybridization and Reliability'' and it is available on the website. Ciro was supervised by Professor Salvatore Gaglione;<div>Congratulations to Ciro Gioia who successfully completed his PhD oral exam. </div><div>Ciro’s thesis is on ''GNSS Navigation in Dicult Environments: Hybridization and Reliability'' and it is available on the website.</div><div>Ciro was supervised by Professor Salvatore Gaglione </div><div> </div>;published_legacy;;;;https://www.pang.uniparthenope.it/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-110;news-drupal-110.jpg;https://www.pang.uniparthenope.it/;legacy_pang_page;candidate_found;No reliable public PhD-completion photo identified. Use Ciro Gioia portrait if appropriate.
DRUPAL-92;legacy_drupal;92;PANG and JRC’s IPSC Perform a Complete Navigation Solution using only Galileo;2013-03-13;;;news;12 th of March 2013 - the teams of the PArthenope Navigation Group (PANG) at the Università degli Studi di Napoli Parthenope and the Institute for the Protection and Security of the Citizen (IPSC) of the European Commission Joint Research Centre, based in Ispra (Italy), have carried out the position and the velocity of a receiver using only Galileo measurements;<p>12<sup>th</sup> of March 2013 - the teams of the PArthenope Navigation Group (PANG) at the Università degli Studi di Napoli Parthenope and the Institute for the Protection and Security of the Citizen (IPSC) of the European Commission Joint Research Centre, based in Ispra (Italy), have carried out the position and the velocity of a receiver using only Galileo measurements</p>;published_legacy;;;197;https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-92;news-drupal-92.jpg;https://www.esa.int/ESA_Multimedia/Images/2014/07/Galileo_satellite2;official_esa_image;candidate_found;Galileo satellite image is contextually suitable for this Galileo-only navigation news.
DRUPAL-88;legacy_drupal;88;News are available;2013-03-09;;;news;Starting from today PANG site news section is on air;<p>Starting from today PANG site news section is on air</p>;published_legacy;;;;https://pang.uniparthenope.it/;candidate_found;"Imported from published Drupal News node; original date derived from Drupal created timestamp.";drupal-88;news-drupal-88.jpg;https://pang.uniparthenope.it/;legacy_pang_page;candidate_found;Generic PANG visual/logo recommended because this is a site-availability announcement.
